year,region,stem,optical_path,mask_path,DEM,EVI,FTI,LST,NBR,NDMI,NDVI,TCB,TCG,TCW,split
2023,中1区域数据集,39,data/2023/factors/光学遥感/中1区域数据集/images/000000000039.tif,data/2023/factors/光学遥感/中1区域数据集/labels/000000000039.tif,data/2023/factors/DEM/中1区域数据集/images/000000000039.tif,data/2023/factors/EVI/中1区域数据集/images/000000000039.tif,data/2023/factors/FTI/中1区域数据集/images/000000000039.tif,data/2023/factors/LST/中1区域数据集/images/000000000039.tif,data/2023/factors/NBR/中1区域数据集/images/000000000039.tif,data/2023/factors/NDMI/中1区域数据集/images/000000000039.tif,data/2023/factors/NDVI/中1区域数据集/images/000000000039.tif,data/2023/factors/TCB/中1区域数据集/images/000000000039.tif,data/2023/factors/TCG/中1区域数据集/images/000000000039.tif,data/2023/factors/TCW/中1区域数据集/images/000000000039.tif,train
2023,中1区域数据集,2297,data/2023/factors/光学遥感/中1区域数据集/images/000000002297.tif,data/2023/factors/光学遥感/中1区域数据集/labels/000000002297.tif,data/2023/factors/DEM/中1区域数据集/images/000000002297.tif,data/2023/factors/EVI/中1区域数据集/images/000000002297.tif,data/2023/factors/FTI/中1区域数据集/images/000000002297.tif,data/2023/factors/LST/中1区域数据集/images/000000002297.tif,data/2023/factors/NBR/中1区域数据集/images/000000002297.tif,data/2023/factors/NDMI/中1区域数据集/images/000000002297.tif,data/2023/factors/NDVI/中1区域数据集/images/000000002297.tif,data/2023/factors/TCB/中1区域数据集/images/000000002297.tif,data/2023/factors/TCG/中1区域数据集/images/000000002297.tif,data/2023/factors/TCW/中1区域数据集/images/000000002297.tif,train
2023,中1区域数据集,1165,data/2023/factors/光学遥感/中1区域数据集/images/000000001165.tif,data/2023/factors/光学遥感/中1区域数据集/labels/000000001165.tif,data/2023/factors/DEM/中1区域数据集/images/000000001165.tif,data/2023/factors/EVI/中1区域数据集/images/000000001165.tif,data/2023/factors/FTI/中1区域数据集/images/000000001165.tif,data/2023/factors/LST/中1区域数据集/images/000000001165.tif,data/2023/factors/NBR/中1区域数据集/images/000000001165.tif,data/2023/factors/NDMI/中1区域数据集/images/000000001165.tif,data/2023/factors/NDVI/中1区域数据集/images/000000001165.tif,data/2023/factors/TCB/中1区域数据集/images/000000001165.tif,data/2023/factors/TCG/中1区域数据集/images/000000001165.tif,data/2023/factors/TCW/中1区域数据集/images/000000001165.tif,train
2023,中1区域数据集,1172,data/2023/factors/光学遥感/中1区域数据集/images/000000001172.tif,data/2023/factors/光学遥感/中1区域数据集/labels/000000001172.tif,data/2023/factors/DEM/中1区域数据集/images/000000001172.tif,data/2023/factors/EVI/中1区域数据集/images/000000001172.tif,data/2023/factors/FTI/中1区域数据集/images/000000001172.tif,data/2023/factors/LST/中1区域数据集/images/000000001172.tif,data/2023/factors/NBR/中1区域数据集/images/000000001172.tif,data/2023/factors/NDMI/中1区域数据集/images/000000001172.tif,data/2023/factors/NDVI/中1区域数据集/images/000000001172.tif,data/2023/factors/TCB/中1区域数据集/images/000000001172.tif,data/2023/factors/TCG/中1区域数据集/images/000000001172.tif,data/2023/factors/TCW/中1区域数据集/images/000000001172.tif,train
2023,北3区域数据集,1683,data/2023/factors/光学遥感/北3区域数据集/images/000000001683.tif,data/2023/factors/光学遥感/北3区域数据集/labels/000000001683.tif,data/2023/factors/DEM/北3区域数据集/images/000000001683.tif,data/2023/factors/EVI/北3区域数据集/images/000000001683.tif,data/2023/factors/FTI/北3区域数据集/images/000000001683.tif,data/2023/factors/LST/北3区域数据集/images/000000001683.tif,data/2023/factors/NBR/北3区域数据集/images/000000001683.tif,data/2023/factors/NDMI/北3区域数据集/images/000000001683.tif,data/2023/factors/NDVI/北3区域数据集/images/000000001683.tif,data/2023/factors/TCB/北3区域数据集/images/000000001683.tif,data/2023/factors/TCG/北3区域数据集/images/000000001683.tif,data/2023/factors/TCW/北3区域数据集/images/000000001683.tif,train
2023,北3区域数据集,58,data/2023/factors/光学遥感/北3区域数据集/images/000000000058.tif,data/2023/factors/光学遥感/北3区域数据集/labels/000000000058.tif,data/2023/factors/DEM/北3区域数据集/images/000000000058.tif,data/2023/factors/EVI/北3区域数据集/images/000000000058.tif,data/2023/factors/FTI/北3区域数据集/images/000000000058.tif,data/2023/factors/LST/北3区域数据集/images/000000000058.tif,data/2023/factors/NBR/北3区域数据集/images/000000000058.tif,data/2023/factors/NDMI/北3区域数据集/images/000000000058.tif,data/2023/factors/NDVI/北3区域数据集/images/000000000058.tif,data/2023/factors/TCB/北3区域数据集/images/000000000058.tif,data/2023/factors/TCG/北3区域数据集/images/000000000058.tif,data/2023/factors/TCW/北3区域数据集/images/000000000058.tif,train
2023,北3区域数据集,842,data/2023/factors/光学遥感/北3区域数据集/images/000000000842.tif,data/2023/factors/光学遥感/北3区域数据集/labels/000000000842.tif,data/2023/factors/DEM/北3区域数据集/images/000000000842.tif,data/2023/factors/EVI/北3区域数据集/images/000000000842.tif,data/2023/factors/FTI/北3区域数据集/images/000000000842.tif,data/2023/factors/LST/北3区域数据集/images/000000000842.tif,data/2023/factors/NBR/北3区域数据集/images/000000000842.tif,data/2023/factors/NDMI/北3区域数据集/images/000000000842.tif,data/2023/factors/NDVI/北3区域数据集/images/000000000842.tif,data/2023/factors/TCB/北3区域数据集/images/000000000842.tif,data/2023/factors/TCG/北3区域数据集/images/000000000842.tif,data/2023/factors/TCW/北3区域数据集/images/000000000842.tif,train
2023,北2区域数据集,12579,data/2023/factors/光学遥感/北2区域数据集/images/000000012579.tif,data/2023/factors/光学遥感/北2区域数据集/labels/000000012579.tif,data/2023/factors/DEM/北2区域数据集/images/000000012579.tif,data/2023/factors/EVI/北2区域数据集/images/000000012579.tif,data/2023/factors/FTI/北2区域数据集/images/000000012579.tif,data/2023/factors/LST/北2区域数据集/images/000000012579.tif,data/2023/factors/NBR/北2区域数据集/images/000000012579.tif,data/2023/factors/NDMI/北2区域数据集/images/000000012579.tif,data/2023/factors/NDVI/北2区域数据集/images/000000012579.tif,data/2023/factors/TCB/北2区域数据集/images/000000012579.tif,data/2023/factors/TCG/北2区域数据集/images/000000012579.tif,data/2023/factors/TCW/北2区域数据集/images/000000012579.tif,train
2023,北3区域数据集,867,data/2023/factors/光学遥感/北3区域数据集/images/000000000867.tif,data/2023/factors/光学遥感/北3区域数据集/labels/000000000867.tif,data/2023/factors/DEM/北3区域数据集/images/000000000867.tif,data/2023/factors/EVI/北3区域数据集/images/000000000867.tif,data/2023/factors/FTI/北3区域数据集/images/000000000867.tif,data/2023/factors/LST/北3区域数据集/images/000000000867.tif,data/2023/factors/NBR/北3区域数据集/images/000000000867.tif,data/2023/factors/NDMI/北3区域数据集/images/000000000867.tif,data/2023/factors/NDVI/北3区域数据集/images/000000000867.tif,data/2023/factors/TCB/北3区域数据集/images/000000000867.tif,data/2023/factors/TCG/北3区域数据集/images/000000000867.tif,data/2023/factors/TCW/北3区域数据集/images/000000000867.tif,train
2023,北3区域数据集,857,data/2023/factors/光学遥感/北3区域数据集/images/000000000857.tif,data/2023/factors/光学遥感/北3区域数据集/labels/000000000857.tif,data/2023/factors/DEM/北3区域数据集/images/000000000857.tif,data/2023/factors/EVI/北3区域数据集/images/000000000857.tif,data/2023/factors/FTI/北3区域数据集/images/000000000857.tif,data/2023/factors/LST/北3区域数据集/images/000000000857.tif,data/2023/factors/NBR/北3区域数据集/images/000000000857.tif,data/2023/factors/NDMI/北3区域数据集/images/000000000857.tif,data/2023/factors/NDVI/北3区域数据集/images/000000000857.tif,data/2023/factors/TCB/北3区域数据集/images/000000000857.tif,data/2023/factors/TCG/北3区域数据集/images/000000000857.tif,data/2023/factors/TCW/北3区域数据集/images/000000000857.tif,train
2023,北3区域数据集,23,data/2023/factors/光学遥感/北3区域数据集/images/000000000023.tif,data/2023/factors/光学遥感/北3区域数据集/labels/000000000023.tif,data/2023/factors/DEM/北3区域数据集/images/000000000023.tif,data/2023/factors/EVI/北3区域数据集/images/000000000023.tif,data/2023/factors/FTI/北3区域数据集/images/000000000023.tif,data/2023/factors/LST/北3区域数据集/images/000000000023.tif,data/2023/factors/NBR/北3区域数据集/images/000000000023.tif,data/2023/factors/NDMI/北3区域数据集/images/000000000023.tif,data/2023/factors/NDVI/北3区域数据集/images/000000000023.tif,data/2023/factors/TCB/北3区域数据集/images/000000000023.tif,data/2023/factors/TCG/北3区域数据集/images/000000000023.tif,data/2023/factors/TCW/北3区域数据集/images/000000000023.tif,train
2023,北3区域数据集,72,data/2023/factors/光学遥感/北3区域数据集/images/000000000072.tif,data/2023/factors/光学遥感/北3区域数据集/labels/000000000072.tif,data/2023/factors/DEM/北3区域数据集/images/000000000072.tif,data/2023/factors/EVI/北3区域数据集/images/000000000072.tif,data/2023/factors/FTI/北3区域数据集/images/000000000072.tif,data/2023/factors/LST/北3区域数据集/images/000000000072.tif,data/2023/factors/NBR/北3区域数据集/images/000000000072.tif,data/2023/factors/NDMI/北3区域数据集/images/000000000072.tif,data/2023/factors/NDVI/北3区域数据集/images/000000000072.tif,data/2023/factors/TCB/北3区域数据集/images/000000000072.tif,data/2023/factors/TCG/北3区域数据集/images/000000000072.tif,data/2023/factors/TCW/北3区域数据集/images/000000000072.tif,train
2023,中1区域数据集,2283,data/2023/factors/光学遥感/中1区域数据集/images/000000002283.tif,data/2023/factors/光学遥感/中1区域数据集/labels/000000002283.tif,data/2023/factors/DEM/中1区域数据集/images/000000002283.tif,data/2023/factors/EVI/中1区域数据集/images/000000002283.tif,data/2023/factors/FTI/中1区域数据集/images/000000002283.tif,data/2023/factors/LST/中1区域数据集/images/000000002283.tif,data/2023/factors/NBR/中1区域数据集/images/000000002283.tif,data/2023/factors/NDMI/中1区域数据集/images/000000002283.tif,data/2023/factors/NDVI/中1区域数据集/images/000000002283.tif,data/2023/factors/TCB/中1区域数据集/images/000000002283.tif,data/2023/factors/TCG/中1区域数据集/images/000000002283.tif,data/2023/factors/TCW/中1区域数据集/images/000000002283.tif,train
2023,北3区域数据集,909,data/2023/factors/光学遥感/北3区域数据集/images/000000000909.tif,data/2023/factors/光学遥感/北3区域数据集/labels/000000000909.tif,data/2023/factors/DEM/北3区域数据集/images/000000000909.tif,data/2023/factors/EVI/北3区域数据集/images/000000000909.tif,data/2023/factors/FTI/北3区域数据集/images/000000000909.tif,data/2023/factors/LST/北3区域数据集/images/000000000909.tif,data/2023/factors/NBR/北3区域数据集/images/000000000909.tif,data/2023/factors/NDMI/北3区域数据集/images/000000000909.tif,data/2023/factors/NDVI/北3区域数据集/images/000000000909.tif,data/2023/factors/TCB/北3区域数据集/images/000000000909.tif,data/2023/factors/TCG/北3区域数据集/images/000000000909.tif,data/2023/factors/TCW/北3区域数据集/images/000000000909.tif,train
2023,中1区域数据集,92,data/2023/factors/光学遥感/中1区域数据集/images/000000000092.tif,data/2023/factors/光学遥感/中1区域数据集/labels/000000000092.tif,data/2023/factors/DEM/中1区域数据集/images/000000000092.tif,data/2023/factors/EVI/中1区域数据集/images/000000000092.tif,data/2023/factors/FTI/中1区域数据集/images/000000000092.tif,data/2023/factors/LST/中1区域数据集/images/000000000092.tif,data/2023/factors/NBR/中1区域数据集/images/000000000092.tif,data/2023/factors/NDMI/中1区域数据集/images/000000000092.tif,data/2023/factors/NDVI/中1区域数据集/images/000000000092.tif,data/2023/factors/TCB/中1区域数据集/images/000000000092.tif,data/2023/factors/TCG/中1区域数据集/images/000000000092.tif,data/2023/factors/TCW/中1区域数据集/images/000000000092.tif,train
2023,北2区域数据集,7940,data/2023/factors/光学遥感/北2区域数据集/images/000000007940.tif,data/2023/factors/光学遥感/北2区域数据集/labels/000000007940.tif,data/2023/factors/DEM/北2区域数据集/images/000000007940.tif,data/2023/factors/EVI/北2区域数据集/images/000000007940.tif,data/2023/factors/FTI/北2区域数据集/images/000000007940.tif,data/2023/factors/LST/北2区域数据集/images/000000007940.tif,data/2023/factors/NBR/北2区域数据集/images/000000007940.tif,data/2023/factors/NDMI/北2区域数据集/images/000000007940.tif,data/2023/factors/NDVI/北2区域数据集/images/000000007940.tif,data/2023/factors/TCB/北2区域数据集/images/000000007940.tif,data/2023/factors/TCG/北2区域数据集/images/000000007940.tif,data/2023/factors/TCW/北2区域数据集/images/000000007940.tif,train
2023,北2区域数据集,10971,data/2023/factors/光学遥感/北2区域数据集/images/000000010971.tif,data/2023/factors/光学遥感/北2区域数据集/labels/000000010971.tif,data/2023/factors/DEM/北2区域数据集/images/000000010971.tif,data/2023/factors/EVI/北2区域数据集/images/000000010971.tif,data/2023/factors/FTI/北2区域数据集/images/000000010971.tif,data/2023/factors/LST/北2区域数据集/images/000000010971.tif,data/2023/factors/NBR/北2区域数据集/images/000000010971.tif,data/2023/factors/NDMI/北2区域数据集/images/000000010971.tif,data/2023/factors/NDVI/北2区域数据集/images/000000010971.tif,data/2023/factors/TCB/北2区域数据集/images/000000010971.tif,data/2023/factors/TCG/北2区域数据集/images/000000010971.tif,data/2023/factors/TCW/北2区域数据集/images/000000010971.tif,train
2023,北3区域数据集,3384,data/2023/factors/光学遥感/北3区域数据集/images/000000003384.tif,data/2023/factors/光学遥感/北3区域数据集/labels/000000003384.tif,data/2023/factors/DEM/北3区域数据集/images/000000003384.tif,data/2023/factors/EVI/北3区域数据集/images/000000003384.tif,data/2023/factors/FTI/北3区域数据集/images/000000003384.tif,data/2023/factors/LST/北3区域数据集/images/000000003384.tif,data/2023/factors/NBR/北3区域数据集/images/000000003384.tif,data/2023/factors/NDMI/北3区域数据集/images/000000003384.tif,data/2023/factors/NDVI/北3区域数据集/images/000000003384.tif,data/2023/factors/TCB/北3区域数据集/images/000000003384.tif,data/2023/factors/TCG/北3区域数据集/images/000000003384.tif,data/2023/factors/TCW/北3区域数据集/images/000000003384.tif,train
2023,北3区域数据集,77,data/2023/factors/光学遥感/北3区域数据集/images/000000000077.tif,data/2023/factors/光学遥感/北3区域数据集/labels/000000000077.tif,data/2023/factors/DEM/北3区域数据集/images/000000000077.tif,data/2023/factors/EVI/北3区域数据集/images/000000000077.tif,data/2023/factors/FTI/北3区域数据集/images/000000000077.tif,data/2023/factors/LST/北3区域数据集/images/000000000077.tif,data/2023/factors/NBR/北3区域数据集/images/000000000077.tif,data/2023/factors/NDMI/北3区域数据集/images/000000000077.tif,data/2023/factors/NDVI/北3区域数据集/images/000000000077.tif,data/2023/factors/TCB/北3区域数据集/images/000000000077.tif,data/2023/factors/TCG/北3区域数据集/images/000000000077.tif,data/2023/factors/TCW/北3区域数据集/images/000000000077.tif,train
2023,中1区域数据集,94,data/2023/factors/光学遥感/中1区域数据集/images/000000000094.tif,data/2023/factors/光学遥感/中1区域数据集/labels/000000000094.tif,data/2023/factors/DEM/中1区域数据集/images/000000000094.tif,data/2023/factors/EVI/中1区域数据集/images/000000000094.tif,data/2023/factors/FTI/中1区域数据集/images/000000000094.tif,data/2023/factors/LST/中1区域数据集/images/000000000094.tif,data/2023/factors/NBR/中1区域数据集/images/000000000094.tif,data/2023/factors/NDMI/中1区域数据集/images/000000000094.tif,data/2023/factors/NDVI/中1区域数据集/images/000000000094.tif,data/2023/factors/TCB/中1区域数据集/images/000000000094.tif,data/2023/factors/TCG/中1区域数据集/images/000000000094.tif,data/2023/factors/TCW/中1区域数据集/images/000000000094.tif,train
2023,中1区域数据集,1141,data/2023/factors/光学遥感/中1区域数据集/images/000000001141.tif,data/2023/factors/光学遥感/中1区域数据集/labels/000000001141.tif,data/2023/factors/DEM/中1区域数据集/images/000000001141.tif,data/2023/factors/EVI/中1区域数据集/images/000000001141.tif,data/2023/factors/FTI/中1区域数据集/images/000000001141.tif,data/2023/factors/LST/中1区域数据集/images/000000001141.tif,data/2023/factors/NBR/中1区域数据集/images/000000001141.tif,data/2023/factors/NDMI/中1区域数据集/images/000000001141.tif,data/2023/factors/NDVI/中1区域数据集/images/000000001141.tif,data/2023/factors/TCB/中1区域数据集/images/000000001141.tif,data/2023/factors/TCG/中1区域数据集/images/000000001141.tif,data/2023/factors/TCW/中1区域数据集/images/000000001141.tif,train
2023,中1区域数据集,73,data/2023/factors/光学遥感/中1区域数据集/images/000000000073.tif,data/2023/factors/光学遥感/中1区域数据集/labels/000000000073.tif,data/2023/factors/DEM/中1区域数据集/images/000000000073.tif,data/2023/factors/EVI/中1区域数据集/images/000000000073.tif,data/2023/factors/FTI/中1区域数据集/images/000000000073.tif,data/2023/factors/LST/中1区域数据集/images/000000000073.tif,data/2023/factors/NBR/中1区域数据集/images/000000000073.tif,data/2023/factors/NDMI/中1区域数据集/images/000000000073.tif,data/2023/factors/NDVI/中1区域数据集/images/000000000073.tif,data/2023/factors/TCB/中1区域数据集/images/000000000073.tif,data/2023/factors/TCG/中1区域数据集/images/000000000073.tif,data/2023/factors/TCW/中1区域数据集/images/000000000073.tif,train
2023,中1区域数据集,182,data/2023/factors/光学遥感/中1区域数据集/images/000000000182.tif,data/2023/factors/光学遥感/中1区域数据集/labels/000000000182.tif,data/2023/factors/DEM/中1区域数据集/images/000000000182.tif,data/2023/factors/EVI/中1区域数据集/images/000000000182.tif,data/2023/factors/FTI/中1区域数据集/images/000000000182.tif,data/2023/factors/LST/中1区域数据集/images/000000000182.tif,data/2023/factors/NBR/中1区域数据集/images/000000000182.tif,data/2023/factors/NDMI/中1区域数据集/images/000000000182.tif,data/2023/factors/NDVI/中1区域数据集/images/000000000182.tif,data/2023/factors/TCB/中1区域数据集/images/000000000182.tif,data/2023/factors/TCG/中1区域数据集/images/000000000182.tif,data/2023/factors/TCW/中1区域数据集/images/000000000182.tif,train
2023,北2区域数据集,4691,data/2023/factors/光学遥感/北2区域数据集/images/000000004691.tif,data/2023/factors/光学遥感/北2区域数据集/labels/000000004691.tif,data/2023/factors/DEM/北2区域数据集/images/000000004691.tif,data/2023/factors/EVI/北2区域数据集/images/000000004691.tif,data/2023/factors/FTI/北2区域数据集/images/000000004691.tif,data/2023/factors/LST/北2区域数据集/images/000000004691.tif,data/2023/factors/NBR/北2区域数据集/images/000000004691.tif,data/2023/factors/NDMI/北2区域数据集/images/000000004691.tif,data/2023/factors/NDVI/北2区域数据集/images/000000004691.tif,data/2023/factors/TCB/北2区域数据集/images/000000004691.tif,data/2023/factors/TCG/北2区域数据集/images/000000004691.tif,data/2023/factors/TCW/北2区域数据集/images/000000004691.tif,train
2023,中1区域数据集,54,data/2023/factors/光学遥感/中1区域数据集/images/000000000054.tif,data/2023/factors/光学遥感/中1区域数据集/labels/000000000054.tif,data/2023/factors/DEM/中1区域数据集/images/000000000054.tif,data/2023/factors/EVI/中1区域数据集/images/000000000054.tif,data/2023/factors/FTI/中1区域数据集/images/000000000054.tif,data/2023/factors/LST/中1区域数据集/images/000000000054.tif,data/2023/factors/NBR/中1区域数据集/images/000000000054.tif,data/2023/factors/NDMI/中1区域数据集/images/000000000054.tif,data/2023/factors/NDVI/中1区域数据集/images/000000000054.tif,data/2023/factors/TCB/中1区域数据集/images/000000000054.tif,data/2023/factors/TCG/中1区域数据集/images/000000000054.tif,data/2023/factors/TCW/中1区域数据集/images/000000000054.tif,train
2023,中1区域数据集,49,data/2023/factors/光学遥感/中1区域数据集/images/000000000049.tif,data/2023/factors/光学遥感/中1区域数据集/labels/000000000049.tif,data/2023/factors/DEM/中1区域数据集/images/000000000049.tif,data/2023/factors/EVI/中1区域数据集/images/000000000049.tif,data/2023/factors/FTI/中1区域数据集/images/000000000049.tif,data/2023/factors/LST/中1区域数据集/images/000000000049.tif,data/2023/factors/NBR/中1区域数据集/images/000000000049.tif,data/2023/factors/NDMI/中1区域数据集/images/000000000049.tif,data/2023/factors/NDVI/中1区域数据集/images/000000000049.tif,data/2023/factors/TCB/中1区域数据集/images/000000000049.tif,data/2023/factors/TCG/中1区域数据集/images/000000000049.tif,data/2023/factors/TCW/中1区域数据集/images/000000000049.tif,train
